text,label
no it waiting in e car dat bored wat co wait outside got nothing do at home can do my stuff or watch tv wat,ham
maybe westshore or hyde park village the place near my house,ham
you should know now so hows anthony are you bringing money ive school fee to pay and rent and stuff like that thats why i need your help a friend in need,ham
whats the significance,ham
your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,ham
at the latest g still there if you can scrounge up some ammo and want to give the new ak a try,ham
prabhaim sorydarealyfrm heart im sory,ham
lol ok your forgiven,ham
nojst change tat only,ham
you are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh pmtmsgrcvd,spam
sno competition for him,ham
boltblue tone for p reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tone txt more,spam
your credit have been topped up for httpwwwbubbletextcom your renewal pin is tgxxrz,spam
that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite no a booking on fri,ham
usually the person is unconscious thats in child but in adult they may just behave abnormally ill call you now,ham
but thats on ebay it might be less elsewhere,ham
shall i come to get pickle,ham
were gonna go get some taco,ham
thats very rude you on campus,ham
urgent your mobile no wa awarded a bonus caller prize on this is our nd attempt to contact you call boxqu,spam
hi i wont b ard christmas but do enjoy n merry xmas,ham
today offer claim ur worth of discount voucher text yes to now savamob member offer mobile t c sub unsub reply x,spam
yes how is a pretty lady like you single,ham
you will recieve your tone within the next hr for term and condition please see channel u teletext pg,spam
jay say that youre a doublefaggot,ham
private your account statement for show unredeemed sim point call identifier code expires,spam
what todaysundaysunday is holidayso no work,ham
ill be late,ham
ive not called you in a while this is hoping it wa lr malaria and that you know that we miss you guy i miss ban big so pls give her my love especially have a great day,ham
good afternoon my love how go that day i hope maybe you got some lead on a job i think of you boytoy and send you a passionate kiss from across the sea,ham
probably gonna be here for a while see you later tonight lt,ham
or maybe my fat finger just press all these button and it doesnt know what to do,ham
ummmmmaah many many happy return of d day my dear sweet heart happy birthday dear,ham
i am in tirupur da once you started from office call me,ham
from wwwapplausestorecom monthlysubscriptionpmsg maxmonth tcsc web age stop txt stop,spam
a famous quote when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it mean you are married,ham
but am going to college pa what to do are else ill come there it self pa,ham
oclock at mine just to bash out a flat plan,ham
this girl doe not stay in bed this girl doesnt need recovery time id rather pas out while having fun then be cooped up in bed,ham
then any special there,ham
i know but you need to get hotel now i just got my invitation but i had to apologise cali is to sweet for me to come to some english bloke weddin,ham
sorry that took so long omw now,ham
wait ltgt min,ham
ok give me minute i think i see her btw youre my alibi you were cutting my hair the whole time,ham
imagine you finally get to sink into that bath after i have put you through your pace maybe even having you eat me for a while before i left but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you enjoy my cuck,ham
hurry up ive been weeddeficient for like three day,ham
sure if i get an acknowledgement from you that it astoundingly tactless and generally faggy to demand a blood oath fo,ham
ok every night take a warm bath drink a cup of milk and youll see a work of magic you still need to loose weight just so that you know,ham
ill have a look at the frying pan in case it cheap or a book perhaps no thats silly a frying pan isnt likely to be a book,ham
o well uv cause mutation sunscreen is like essential thesedays,ham
having lunchyou are not in onlinewhy,ham
i know that my friend already told that,ham
hi princess thank you for the pic you are very pretty how are you,ham
aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ahgee,ham
hi msg meim in office,ham
thanx e brownie it v nice,ham
geeeee i love you so much i can barely stand it,ham
gent we are trying to contact you last weekend draw show that you won a prize guaranteed call claim code k valid hr only ppm,spam
fuck babe i miss you already you know cant you let me send you some money towards your net i need you i want you i crave you,ham
ill call u mrw at ninish with my address that icky american freek wont stop callin me bad jen k eh,ham
oooh bed ridden ey what are you thinking of,ham
so anyways you can just go to your gym or whatever my love smile i hope your ok and having a good day babe i miss you so much already,ham
love it daddy will make you scream with pleasure i am going to slap your as with my dick,ham
wot u wanna do then missy,ham
yar lor wait my mum finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee,ham
do you know where my lab goggles went,ham
can you open the door,ham
waiting for your call,ham
nope i waiting in sch daddy,ham
you have won cash or a prize to claim call,spam
im tired of arguing with you about this week after week do what you want and from now on ill do the same,ham
